Member_number,Date,itemDescription,_basket_id
1659,17-02-2025,bottled water,4641
1571,18-07-2025,newspapers,1269
1435,04-08-2024,canned beer,1548
1510,09-05-2024,whole milk,1811
1693,23-10-2025,root vegetables,1881
1292,19-04-2024,rolls/buns,254
1410,12-04-2024,sausage,518
1658,10-11-2025,newspapers,2148
1939,07-08-2024,shopping bags,2177
1247,14-08-2024,frozen vegetables,1919
1156,15-06-2024,canned beer,1907
1571,04-02-2024,newspapers,5079
1565,30-05-2024,domestic eggs,3314
1265,02-03-2024,cereal,582
1271,13-05-2024,salty snack,4148
1216,02-07-2024,newspapers,2642
2173,30-04-2024,paper towels,3121
1205,29-05-2025,granola,2401
2192,02-07-2025,whole milk,5088
1177,26-07-2025,white bread,4797
1447,10-11-2024,margarine,4982
1350,14-10-2024,margarine,3858
2134,06-11-2024,margarine,849
1858,07-03-2025,dish detergent,2767
1166,30-12-2024,cereal,2447
1446,12-11-2025,dish detergent,2105
2060,31-05-2024,jam,1528
2178,09-03-2024,frankfurter,2988
1447,10-11-2024,crackers,4982
1709,29-12-2024,tomato sauce,272
1443,08-04-2025,curd,1278
1977,10-12-2024,tropical fruit,3133
1565,30-06-2024,newspapers,1132
1829,19-08-2025,bottled water,1009
2053,04-06-2024,bottled water,5814
1123,01-12-2024,newspapers,2491
1899,15-04-2025,shopping bags,2413
1848,17-01-2025,margarine,2138
1203,04-04-2024,whole milk,2153
1418,07-10-2025,canned beer,504
1537,21-02-2024,bottled water,3707
1430,10-01-2025,margarine,5666
1691,12-06-2024,yogurt,1060
1488,28-02-2024,frozen vegetables,122
1709,29-12-2024,salsa,272
1116,20-03-2025,paper towels,5424
1045,05-11-2024,whole milk,800
2159,14-08-2024,bottled water,3229
1320,20-03-2024,frankfurter,5041
1979,06-03-2024,root vegetables,2706
2196,16-07-2024,white bread,2283
2078,14-11-2025,soda,1552
1236,05-09-2025,citrus fruit,3604
2058,22-09-2025,,3335
1621,20-09-2025,rolls/buns,4596
1456,07-12-2025,frankfurter,1144
1901,30-09-2025,pip fruit,3407
1313,12-01-2025,root vegetables,989
1689,02-12-2025,bottled water,1329
1413,14-01-2024,root vegetables,696
1651,20-11-2024,citrus fruit,466
1021,07-12-2025,root vegetables,3258
1536,09-03-2024,cereal,3586
2155,25-03-2024,white bread,2023
1746,19-11-2025,frankfurter,5221
1682,22-06-2025,sausage,5105
1042,14-04-2024,napkins,3812
1823,27-09-2025,soda,3999
1375,22-09-2024,curd,2371
1440,11-07-2025,napkins,2203
1871,25-02-2024,margarine,599
1085,27-11-2024,beef,3568
1304,14-01-2024,curd,4337
1292,05-05-2024,canned beer,3901
1809,22-11-2025,ketchup,4855
1085,07-01-2024,curd,2672
1150,19-09-2024,margarine,5225
1381,01-04-2024,bottled water,5346
1862,21-07-2024,dish detergent,2007
1011,09-01-2024,white bread,4343
1470,25-03-2024,margarine,5338
1957,15-08-2025,napkins,4130
1043,17-07-2025,butter,3365
1659,01-03-2024,onions,3132
1228,07-04-2024,pasta,1126
1645,02-04-2024,root vegetables,4875
2116,28-01-2024,canned beer,4938
1486,12-05-2024,pip fruit,2865
1192,02-05-2024,canned beer,2019
1985,28-08-2025,salsa,2888
1144,02-05-2024,salty snack,2317
1889,26-03-2024,canned beer,4183
1975,09-11-2025,granola,2843
1327,08-05-2025,margarine,3153
1959,30-03-2024,citrus fruit,4667
1157,19-05-2025,whole milk,2310
1875,26-05-2025,margarine,4261
1834,03-12-2025,whole milk,2616
2000,31-07-2025,sausage,5705
1642,26-09-2024,canned beer,4188
1975,23-05-2024,margarine,4576
2057,27-10-2024,newspapers,4866
1244,07-12-2025,chips,1068
1021,16-06-2025,root vegetables,4610
1340,22-01-2025,canned beer,4274
2038,18-07-2024,bottled water,3149
1262,07-04-2024,yogurt,37
1755,26-08-2024,cat food,5245
1627,10-12-2024,hamburger meat,1339
1491,04-05-2024,canned beer,5664
2031,05-03-2025,margarine,4432
1812,20-09-2025,paper towels,5108
1151,06-04-2025,onions,2165
1220,28-03-2024,salsa,4439
1149,18-12-2024,whole milk,2938
2113,28-01-2024,root vegetables,4954
1829,18-11-2024,frozen vegetables,5739
2072,04-11-2024,salty snack,670
1649,04-03-2024,bottled water,0
2161,20-07-2024,frozen vegetables,951
1826,25-01-2025,white bread,754
1493,05-02-2025,bottled water,1662
1126,21-02-2024,margarine,2473
2153,03-05-2024,brown bread,826
1415,01-10-2025,bottled water,2094
1316,26-04-2024,domestic eggs,3179
2190,08-03-2025,newspapers,1344
1905,26-11-2025,whole milk,889
2053,04-06-2024,newspapers,5814
1606,02-07-2025,onions,2263
1184,06-08-2024,domestic eggs,1725
1511,08-09-2025,chips,2877
1354,01-01-2024,margarine,1941
1744,25-09-2024,canned beer,2526
1864,16-03-2025,pastry,5719
1801,09-11-2024,margarine,4045
1491,04-05-2024,newspapers,5664
1102,29-08-2024,domestic eggs,324
1112,19-06-2025,margarine,613
2116,18-09-2025,  CURD,4288
1359,14-11-2025,rolls/buns,1978
1334,05-05-2025,cereal,797
1428,19-10-2025,white bread,3144
1296,11-09-2025,white bread,4925
1772,09-04-2024,tomato sauce,5870
1603,31-05-2024,granola,2737
1452,12-09-2024,bananas,587
1301,10-04-2025,bottled water,5891
1914,03-05-2024,canned beer,2073
1296,06-07-2024,margarine,1197
1213,07-03-2025,beef,3428
1497,04-12-2024,pastry,1592
1575,06-10-2025,frozen vegetables,5196
2077,08-08-2025,sausage,733
1979,06-03-2024,canned beer,2706
2168,13-07-2024,curd,2024
1732,14-09-2024,chocolate,2354
1308,20-05-2024,  CANNED BEER,4581
1698,08-11-2025,brown bread,3838
1514,26-02-2025,newspapers,2479
1691,04-10-2025,,5406
2179,26-06-2024,frankfurter,2910
1728,22-01-2024,white bread,5996
1621,20-09-2025,pastry,4596
1773,19-11-2025,root vegetables,5779
1809,08-06-2025,  MARGARINE,3196
2133,28-10-2024,bottled water,45
2151,15-07-2024,whole milk,1924
1971,23-12-2025,canned beer,4565
2024,24-03-2025,chips,2663
1356,25-04-2025,domestic eggs,5040
1064,24-11-2024,ice cream,3232
1390,08-03-2025,soda,4532
1072,12-02-2024,pip fruit,3386
1311,18-11-2024,curd,562
2065,23-03-2025,chocolate,4588
1893,04-09-2024,root vegetables,5626
1113,21-01-2024,curd,473
1814,13-01-2024,white bread,4918
2119,03-06-2024,napkins,2891
1426,26-10-2025,margarine,605
1221,12-03-2025,yogurt,422
1680,27-01-2025,beef,4431
2020,09-12-2024,canned beer,3263
2024,28-08-2024,rolls/buns,1396
1174,26-07-2025,canned beer,3864
2061,13-11-2024,brown bread,1877
1460,16-05-2025,white bread,1866
1156,15-06-2024,chocolate,1907
2169,29-04-2024,frankfurter,2096
2049,06-09-2024,pastry,4700
2161,25-10-2024,jam,4762
1846,04-12-2025,canned beer,3116
1202,19-11-2024,canned beer,3850
1540,29-06-2025,parmesan,1402
1266,11-09-2025,frozen vegetables,1294
1545,28-05-2025,citrus fruit,588
1814,22-09-2024,parmesan,1054
1921,23-07-2024,paper towels,495
2157,30-01-2024,chips,3984
1375,27-04-2024,margarine,534
1444,18-09-2024,citrus fruit,2771
1274,14-03-2024,chocolate,3296
1724,09-06-2024,margarine,4037
1349,02-03-2024,canned beer,2603
2060,21-04-2025,chocolate,1675
1264,31-08-2024,canned beer,4006
1573,18-02-2025,newspapers,4205
1202,01-04-2025,pastry,1164
1390,07-06-2025,margarine,2655
1870,18-05-2024,cereal,276
1192,22-09-2025,citrus fruit,3784
1308,25-03-2025,diapers,1237
2011,22-01-2025,canned beer,4323
2045,10-12-2024,margarine,5373
1507,01-04-2025,beef,2099
2131,28-11-2024,white bread,5717
1737,29-10-2025,citrus fruit,330
1012,24-09-2025,tropical fruit,3867
1127,08-02-2024,bananas,2534
1857,18-05-2024,,3616
1230,06-10-2024,rolls/buns,2870
2059,06-07-2024,whole milk,1690
1866,22-09-2024,margarine,633
1506,19-03-2024,,4162
2137,30-08-2024,margarine,5545
1259,12-09-2025,canned beer,584
1120,13-10-2025,canned beer,2457
1414,10-10-2025,domestic eggs,2347
1901,19-01-2025,margarine,2316
2142,23-03-2025,salty snack,3482
1045,24-03-2025,root vegetables,746
1903,05-09-2025,whole milk,4131
1817,15-10-2024,citrus fruit,4559
1724,23-11-2024,chips,4326
1052,09-11-2025,white bread,1192
1949,26-01-2024,white bread,2445
1527,01-07-2025,root vegetables,795
1061,25-09-2024,frozen vegetables,887
1263,03-01-2024,salsa,4197
1050,21-05-2024,butter,4330
1821,23-02-2025,whole milk,3688
2041,25-01-2024,bottled water,1536
2051,02-11-2025,canned beer,538
1263,07-10-2024,white bread,3994
2029,18-09-2024,white bread,2540
1288,15-11-2024,whole milk,5515
1884,11-01-2024,creamer,5547
1702,05-09-2025,canned beer,2257
1717,15-05-2024,jam,4027
1429,15-01-2024,canned beer,2191
1084,14-06-2024,canned beer,3202
1433,28-08-2025,white bread,3052
2090,30-08-2024,ice cream,3927
1220,09-01-2024,tomato sauce,3527
1490,07-04-2024,rolls/buns,2628
1542,06-07-2025,canned beer,1323
2043,29-05-2025,white bread,344
1096,29-05-2024,citrus fruit,2284
2105,20-03-2025,margarine,1121
2070,16-07-2025,diapers,3253
1192,08-12-2025,margarine,3972
1236,16-03-2025,salsa,1257
1381,25-08-2025,chocolate,3231
1689,12-04-2025,sausage,3506
1655,04-06-2024,cat food,1776
2009,14-06-2025,white bread,4156
2172,18-12-2024,canned beer,2991
1417,02-02-2024,pastry,4751
1023,18-08-2024,margarine,3497
1290,10-11-2025,canned beer,5606
1296,11-09-2025,canned beer,4925
1694,16-10-2024,beef,938
1953,24-01-2025,whole milk,941
1857,29-02-2024,ketchup,742
1465,15-09-2024,margarine,2281
1620,14-05-2024,brown bread,5636
1657,09-12-2024,napkins,1198
1155,08-06-2025,margarine,4414
1820,22-02-2024,canned beer,316
1221,11-01-2024,canned beer,2627
1101,02-10-2025,frozen vegetables,1210
1629,25-09-2025,curd,3967
2134,06-11-2024,bottled water,849
1665,11-10-2025,canned beer,4511
2160,26-08-2025,chocolate,4278
1063,06-02-2025,whole milk,3461
1729,15-10-2025,ground beef,5828
1224,12-03-2024,citrus fruit,5979
1192,21-09-2024,curd,4367
1851,16-08-2024,root vegetables,3612
1389,13-02-2025,citrus fruit,4305
1253,24-05-2025,whole milk,2156
1091,25-02-2025,tropical fruit,4612
1802,07-02-2025,citrus fruit,2831
1015,05-03-2025,cat food,5486
1954,23-02-2024,margarine,4030
1564,03-06-2024,crackers,3281
1580,01-08-2024,bottled water,2419
1296,14-03-2025,red wine,4539
1539,15-01-2024,yogurt,3230
2059,06-07-2024,margarine,1690
1436,08-07-2025,white bread,1582
1993,20-06-2024,cat food,5738
1221,15-09-2024,canned beer,2808
2052,30-12-2024,frozen vegetables,5989
1109,10-01-2025,ice cream,3297
1344,09-12-2025,margarine,2972
2015,07-11-2024,dish detergent,267
1236,27-08-2025,root vegetables,1310
1892,27-04-2025,brown bread,5703
1154,18-08-2025,beef,4116
1817,15-10-2024,margarine,4559
2007,22-11-2025,newspapers,3711
2179,21-12-2024,ground beef,3955
1454,04-06-2025,citrus fruit,3022
1019,03-08-2025,tropical fruit,2178
2082,26-01-2025,root vegetables,4272
2005,25-06-2024,margarine,1546
1106,22-03-2025,canned beer,3814
1237,03-08-2024,whole milk,498
1898,02-02-2024,citrus fruit,1727
1856,05-07-2024,,5951
1457,27-04-2025,coffee,28
1526,27-02-2024,frozen vegetables,3985
1510,24-07-2024,canned beer,603
1547,15-03-2025,soda,5757
1967,27-12-2025,canned beer,3631
1803,11-04-2025,ground beef,4477
2152,18-03-2025,ice cream,1214
1516,27-04-2025,frankfurter,2615
1334,14-03-2025,napkins,3662
2060,21-04-2025,whole milk,1675
1561,28-04-2024,sugar,4128
1515,14-02-2024,canned beer,4646
1861,27-10-2024,rolls/buns,662
1108,07-12-2024,canned beer,977
1239,17-03-2025,,4614
2080,09-05-2024,newspapers,4151
1901,11-01-2025,citrus fruit,4627
1897,13-09-2024,  ROOT VEGETABLES,1742
2181,07-03-2024,margarine,5330
2107,06-02-2024,frankfurter,1679
1871,26-04-2025,bottled water,1287
1034,28-01-2025,bottled water,5237
2008,18-09-2024,yogurt,2809
2013,19-02-2024,rolls/buns,4047
1816,15-06-2025,sausage,2765
1854,26-07-2024,rolls/buns,2198
1539,05-04-2024,white bread,1123
1272,17-04-2025,tropical fruit,5696
2041,30-09-2024,yogurt,5507
2077,08-08-2025,pastry,733
1200,30-09-2025,napkins,2016
1098,19-05-2024,whole milk,3730
2122,27-03-2024,newspapers,4811
1496,06-04-2025,onions,128
1073,23-04-2025,cat food,2568
2015,07-11-2024,citrus fruit,267
1792,08-07-2024,  MARGARINE,2307
1816,18-01-2024,chips,2273
2067,04-10-2025,domestic eggs,1641
2155,04-07-2025,paper towels,5235
1107,12-08-2024,root vegetables,4298
1927,08-05-2024,pastry,270
1603,31-05-2024,tomato sauce,2737
1095,02-08-2024,red wine,5076
1633,14-07-2024,yogurt,220
1860,01-03-2025,bananas,5668
1319,13-06-2025,pasta,500
1008,03-03-2024,newspapers,1711
1711,13-04-2024,ice cream,57
2075,07-01-2024,canned beer,3456
1667,19-02-2025,citrus fruit,4260
1993,13-08-2025,root vegetables,5991
1299,25-09-2025,bottled water,2418
1349,11-01-2025,chips,4791
2107,10-01-2024,root vegetables,3778
1007,22-06-2024,ice cream,2291
1739,18-06-2024,frozen vegetables,5631
2016,05-02-2025,,2612
1379,23-12-2025,rolls/buns,196
1016,01-05-2024,granola,2753
2119,30-11-2024,bottled water,1394
1325,25-05-2025,root vegetables,2366
1260,29-04-2025,chips,3218
1563,25-07-2024,salsa,3469
1639,01-04-2025,napkins,5884
1181,09-09-2024,ice cream,3081
1664,04-04-2025,bottled water,5365
1475,03-12-2025,citrus fruit,3395
1496,08-01-2024,white bread,1260
1272,07-07-2025,newspapers,3206
1988,26-06-2024,soda,3895
1459,27-05-2025,newspapers,5675
2021,26-05-2025,canned beer,2492
1298,15-07-2024,frozen vegetables,4896
1663,14-04-2024,parmesan,383
2098,03-05-2025,yogurt,3319
1932,30-12-2025,parmesan,697
1500,12-12-2024,tomato sauce,997
1708,16-03-2025,brown bread,2978
1279,24-10-2025,chocolate,2715
2083,23-07-2025,sausage,778
1699,14-07-2024,frankfurter,956
1793,12-11-2024,sausage,2650
1187,18-04-2025,margarine,3299
1937,09-10-2025,brown bread,2795
1823,17-05-2024,citrus fruit,1561
1933,30-07-2024,whole milk,3420
1501,18-10-2025,margarine,781
1499,01-12-2025,canned beer,3058
1562,12-01-2025,sausage,3523
2155,24-08-2025,canned beer,2373
2008,07-02-2025,whole milk,3090
1054,24-04-2025,bananas,1083
1180,12-04-2024,margarine,581
2015,12-10-2025,margarine,712
2155,14-01-2025,root vegetables,4970
1346,02-09-2024,cat food,1633
1596,18-06-2024,root vegetables,547
1192,20-08-2025,sugar,314
1428,07-08-2024,canned beer,3629
1142,06-10-2025,canned beer,4170
1143,04-07-2025,newspapers,121
1882,12-10-2025,citrus fruit,3047
2109,08-11-2025,root vegetables,3786
1319,13-06-2025,citrus fruit,500
1222,23-07-2025,newspapers,3077
2013,13-01-2024,pasta,1723
1903,09-03-2024,frankfurter,5423
1318,24-04-2024,crackers,3045
1034,20-05-2025,salty snack,4719
1349,28-12-2025,canned beer,3475
2110,02-12-2024,root vegetables,5252
2098,19-11-2025,canned beer,944
1536,23-12-2024,canned beer,4342
1550,03-11-2025,frankfurter,3754
1619,02-02-2024,chocolate,5200
1637,18-05-2025,canned beer,3626
1501,20-01-2025,root vegetables,2225
1032,21-09-2025,bottled water,2811
1666,22-03-2025,yogurt,4054
1885,25-06-2024,pasta,1962
1127,17-03-2025,margarine,3937
1762,19-09-2024,tropical fruit,4490
1202,07-09-2025,canned beer,16
1651,31-01-2024,frankfurter,2285
1247,26-11-2024,rolls/buns,3519
1519,06-06-2025,pastry,2362
2110,02-12-2024,domestic eggs,5252
1592,21-10-2024,onions,5096
1096,06-01-2025,canned beer,5766
1915,10-05-2024,cat food,5605
2171,12-12-2025,frankfurter,5767
1039,06-04-2024,root vegetables,4377
2126,12-05-2024,brown bread,2630
2120,10-09-2025,napkins,5220
2073,19-10-2025,cereal,483
1644,14-12-2025,canned beer,3373
1131,26-01-2025,frozen vegetables,1454
2067,01-06-2024,domestic eggs,4059
1889,13-01-2025,sugar,5231
2154,26-05-2024,shopping bags,1165
1019,03-09-2025,soda,2326
1556,25-09-2024,margarine,4290
1006,21-12-2024,granola,4248
1326,17-03-2024,whole milk,4250
1722,22-08-2025,margarine,721
1398,26-02-2025,canned beer,439
1660,23-02-2025,salsa,616
1075,26-01-2025,  PAPER TOWELS,635
1186,14-07-2025,pasta,84
2008,07-02-2025,margarine,3090
1231,24-10-2024,canned beer,1746
1859,31-03-2025,canned beer,27
1160,03-11-2024,white bread,4984
1847,22-03-2025,frankfurter,2255
1905,21-02-2024,canned beer,2680
1785,22-08-2025,citrus fruit,1193
1800,12-01-2025,rolls/buns,5254
1359,17-02-2024,tropical fruit,906
2089,24-10-2025,margarine,223
2198,27-05-2025,pastry,1399
1928,29-08-2024,whole milk,961
2107,03-10-2024,whole milk,5733
1088,08-04-2025,chips,1135
1078,20-04-2024,salsa,3620
2087,21-07-2025,white bread,4362
1755,03-01-2024,root vegetables,1102
1406,25-04-2025,margarine,5182
1566,29-01-2024,canned beer,3026
1458,30-03-2025,dish detergent,1895
1081,23-08-2024,bottled water,4745
1014,07-11-2025,frankfurter,1288
1087,16-05-2025,pastry,4052
1159,05-12-2024,brown bread,3863
1399,24-11-2025,root vegetables,1700
1025,29-04-2024,pasta,3921
1206,19-10-2025,  ONIONS,503
2042,31-10-2025,creamer,5473
1645,09-06-2025,chocolate,1894
1424,27-04-2025,canned beer,516
1327,13-05-2024,curd,5521
2002,19-10-2025,canned beer,4475
2098,15-11-2025,tortillas,5949
2105,14-02-2024,newspapers,3082
1523,24-02-2025,pastry,1180
2037,03-04-2025,frankfurter,1363
1746,19-11-2025,ice cream,5221
2051,01-07-2025,canned beer,617
1508,05-01-2025,margarine,730
1800,12-01-2025,white bread,5254
1861,24-01-2024,citrus fruit,2899
1416,25-04-2024,root vegetables,5481
2002,29-04-2024,margarine,5543
2093,16-09-2024,canned beer,4833
1003,08-07-2025,bottled water,4209
1438,12-08-2025,onions,4090
2098,19-11-2025,chocolate,944
1839,15-08-2024,yogurt,2701
1377,29-06-2024,brown bread,5493
1083,03-06-2024,rolls/buns,5168
1034,20-05-2025,yogurt,4719
1151,27-11-2025,salty snack,2557
1434,03-03-2024,ice cream,2521
1084,05-02-2024,frozen vegetables,4019
2152,13-12-2025,coffee,2549
1635,10-03-2025,newspapers,2983
1062,23-01-2025,canned beer,5641
1462,09-07-2025,canned beer,1928
2141,19-12-2025,frankfurter,1623
1354,30-10-2024,root vegetables,5859
1749,21-12-2024,creamer,1849
1166,30-12-2024,canned beer,2447
1149,09-08-2025,ketchup,2146
1023,19-11-2025,margarine,198
1582,02-04-2024,chocolate,5377
1518,22-11-2025,granola,4611
1203,01-10-2024,butter,2819
1726,06-12-2024,canned beer,1549
1828,24-04-2025,bananas,2391
2021,16-02-2024,margarine,5436
1266,09-11-2025,margarine,5148
1593,08-01-2025,  MARGARINE,5199
1618,13-03-2024,yogurt,218
1558,01-06-2024,margarine,2861
2151,25-09-2025,white bread,3404
1783,02-11-2024,cheese,546
2100,12-10-2025,paper towels,1157
1180,20-11-2024,yogurt,4068
1651,15-12-2024,margarine,4088
2107,28-08-2024,paper towels,1095
1882,08-08-2025,beef,5807
1798,12-10-2024,sausage,2003
1733,23-03-2024,citrus fruit,1051
1916,28-12-2024,root vegetables,5071
1624,20-06-2025,newspapers,5077
2112,03-05-2025,citrus fruit,5452
1050,06-03-2025,canned beer,5301
1006,09-07-2024,chips,4141
2068,24-08-2024,canned beer,5183
1498,25-07-2025,canned beer,2995
1412,08-01-2024,canned beer,5362
1479,26-05-2024,pip fruit,5047
1870,07-07-2025,chips,3553
1367,01-01-2025,margarine,3472
2045,10-12-2024,onions,5373
1728,22-01-2024,pip fruit,5996
1793,09-02-2025,parmesan,2381
2189,13-12-2025,canned beer,3902
1327,13-09-2024,rolls/buns,645
1222,05-04-2024,canned beer,1171
1137,09-11-2025,dish detergent,3209
1158,21-06-2025,margarine,2602
1442,13-11-2024,frankfurter,3719
1650,09-07-2024,root vegetables,4808
1017,11-07-2024,margarine,1558
1976,03-06-2025,pastry,2416
1220,28-03-2024,curd,4439
1158,05-10-2025,newspapers,5469
1609,09-04-2024,newspapers,4562
1345,08-11-2025,chocolate,1355
2036,14-07-2024,bottled water,4499
1963,04-05-2025,canned beer,4563
1222,01-01-2025,canned beer,2564
2149,26-02-2025,frankfurter,798
1110,24-01-2025,soda,2108
1898,02-11-2024,parmesan,3255
1492,24-06-2024,salty snack,1573
1085,29-08-2024,frozen vegetables,5888
1007,05-12-2024,tropical fruit,3718
1820,03-10-2024,domestic eggs,1078
1005,23-06-2025,frankfurter,4872
1255,07-09-2024,sugar,2173
1247,05-10-2024,whole milk,929
1327,16-08-2024,pastry,3657
1471,17-12-2024,butter,3238
1992,09-04-2024,ketchup,4670
1416,25-04-2024,domestic eggs,5481
1216,13-09-2025,frozen vegetables,5761
1357,15-03-2025,shopping bags,609
1301,23-08-2025,whole milk,2785
1289,01-05-2024,canned beer,3860
1456,05-08-2025,whole milk,4930
1896,27-12-2024,rolls/buns,5780
1979,12-08-2024,curd,1695
2188,01-08-2024,margarine,683
1642,09-12-2024,ground beef,2783
1068,17-06-2024,canned beer,1351
1517,22-12-2024,margarine,3147
2101,11-01-2025,citrus fruit,5305
2130,24-08-2024,citrus fruit,5438
2038,12-01-2024,pastry,5198
1623,24-04-2025,yogurt,3344
2091,17-12-2024,frankfurter,5274
1920,18-11-2024,domestic eggs,5850
1748,06-11-2024,white bread,4488
1343,28-09-2024,frozen vegetables,2720
1681,09-05-2024,butter,2965
1785,03-10-2024,sugar,4571
1795,29-04-2024,shopping bags,3374
1804,15-06-2025,canned beer,5311
1641,30-11-2025,salty snack,5862
1798,24-09-2024,dish detergent,963
1754,09-12-2025,canned beer,5153
1967,27-12-2025,margarine,3631
1705,24-10-2025,domestic eggs,1097
1460,22-12-2025,canned beer,2232
1372,25-08-2025,ground beef,1036
1703,08-06-2025,yogurt,1818
1189,23-01-2025,newspapers,741
1123,01-12-2024,domestic eggs,2491
2042,25-04-2025,brown bread,402
1822,16-08-2025,chips,2605
1498,25-04-2024,sausage,5721
1195,21-05-2024,granola,4118
1525,21-02-2025,canned beer,2230
1680,06-07-2024,parmesan,2875
1224,12-03-2024,bottled water,5979
1631,13-01-2025,tortillas,3893
1243,05-08-2024,canned beer,5724
